date,value
2000-01-04,14944.908203125
2000-01-05,14876.193359375
2000-01-06,14086.0048828125
2000-01-07,13708.0859375
2000-01-10,13742.443359375
2000-01-11,13467.5947265625
2000-01-12,12728.939453125
2000-01-13,12539.98046875
2000-01-14,12368.1962890625
2000-01-17,12265.1318359375
2000-01-18,12917.896484375
2000-01-19,12333.84375
2000-01-20,11990.2822265625
2000-01-21,12007.4599609375
2000-01-24,12007.4599609375
2000-01-25,11681.076171875
2000-01-26,11681.076171875
2000-01-27,12230.7744140625
2000-01-28,12436.9130859375
2000-01-31,12505.6240234375
2000-02-01,12539.98046875
2000-02-02,13244.2783203125
2000-02-03,13570.6640625
2000-02-04,13570.6640625
2000-02-07,13570.6640625
2000-02-08,13227.1015625
2000-02-09,12351.021484375
2000-02-10,11681.076171875
2000-02-11,11543.65234375
2000-02-14,11474.9404296875
2000-02-15,10993.9560546875
2000-02-16,10993.9560546875
2000-02-17,10787.818359375
2000-02-18,10856.5302734375
2000-02-21,10787.818359375
2000-02-22,10804.9970703125
2000-02-23,11320.3359375
2000-02-24,10633.2158203125
2000-02-25,10409.9013671875
2000-02-28,10547.3251953125
2000-02-29,10822.173828125
2000-03-01,10822.173828125
2000-03-02,11251.6279296875
2000-03-03,10993.9560546875
2000-03-06,11303.16015625
2000-03-07,11406.2294921875
2000-03-08,11852.859375
2000-03-09,11663.8994140625
2000-03-10,12196.4189453125
2000-03-13,11973.1015625
2000-03-14,12436.9130859375
2000-03-15,12471.265625
2000-03-16,12488.443359375
2000-03-17,12969.4287109375
2000-03-20,12849.185546875
2000-03-21,12711.759765625
2000-03-22,12711.759765625
2000-03-23,12574.337890625
2000-03-24,11955.9267578125
2000-03-27,11320.3359375
2000-03-28,10908.0625
2000-03-29,11200.0908203125
2000-03-30,10925.2412109375
2000-03-31,11097.021484375
2000-04-03,11079.8466796875
2000-04-04,12041.8154296875
2000-04-05,12041.8154296875
2000-04-06,11835.6787109375
2000-04-07,12539.98046875
2000-04-10,12539.98046875
2000-04-11,11973.1015625
2000-04-12,10822.173828125
2000-04-13,10822.173828125
2000-04-14,10993.9560546875
2000-04-17,9344.861328125
2000-04-18,9585.35546875
2000-04-19,9310.5048828125
2000-04-20,9379.2177734375
2000-04-21,9688.4228515625
2000-04-24,9310.5048828125
2000-04-25,8829.5205078125
2000-04-26,8228.2880859375
2000-04-27,7558.34326171875
2000-04-28,7833.1953125
2000-05-01,7833.1953125
2000-05-02,7764.48095703125
2000-05-03,7953.4384765625
2000-05-04,7987.794921875
2000-05-05,7987.794921875
2000-05-08,7901.904296875
2000-05-09,7901.904296875
2000-05-10,7901.904296875
2000-05-11,7901.904296875
2000-05-12,8589.0263671875
2000-05-15,7901.904296875
2000-05-16,7764.48095703125
2000-05-17,7008.6455078125
2000-05-18,6802.50927734375
2000-05-19,7008.6455078125
2000-05-22,7008.6455078125
2000-05-23,7060.18115234375
2000-05-24,6871.2216796875
2000-05-25,7627.056640625
2000-05-26,6510.4833984375
2000-05-29,5977.96337890625
2000-05-30,5977.96337890625
2000-05-31,7249.1396484375
2000-06-01,7111.7138671875
2000-06-02,7489.63134765625
2000-06-05,7867.5498046875
2000-06-06,7867.5498046875
2000-06-07,7644.23388671875
2000-06-08,7146.0703125
2000-06-09,7523.98828125
2000-06-12,8004.9736328125
2000-06-13,7867.5498046875
2000-06-14,7661.41162109375
2000-06-15,7008.6455078125
2000-06-16,6922.755859375
2000-06-19,6854.04296875
2000-06-20,6974.2900390625
2000-06-21,6974.2900390625
2000-06-22,7146.0703125
2000-06-23,7214.7822265625
2000-06-26,7249.1396484375
